Time,FP_FrontLeft_Fx,FP_FrontLeft_Fy,FP_FrontLeft_Fz,
0.0101,-1.06866e-11,-57.7632,0,
0.0202,-1.06866e-11,-54.3608,0,
0.0303,-1.06866e-11,-51.1587,0,
0.0404,-1.06866e-11,-48.1452,0,
0.0505,-1.06866e-11,-45.3092,0,
0.0606,-1.06866e-11,-42.6402,0,
0.0707,-1.06866e-11,-40.1283,0,
0.0808,-1.06866e-11,-37.7644,0,
0.0909,-1.06866e-11,-35.5397,0,
0.101,-1.06866e-11,-33.446,0,
0.1111,-1.06866e-11,-31.4756,0,
0.1212,-1.06866e-11,-29.6213,0,
0.1313,-1.06866e-11,-27.8761,0,
0.1414,-1.06866e-11,-26.2338,0,
0.1515,-1.06866e-11,-24.6881,0,
0.1616,-1.06866e-11,-23.2335,0,
0.1717,-1.06866e-11,-21.8645,0,
0.1818,-1.06866e-11,-20.5762,0,
0.1919,-1.06866e-11,-19.3637,0,
0.202,-1.06866e-11,-18.2226,0,
0.2121,-1.06866e-11,-17.1487,0,
0.2222,-1.06866e-11,-16.1381,0,
0.2323,-1.06866e-11,-15.187,0,
0.2424,-1.06866e-11,-14.2919,0,
0.2525,-1.06866e-11,-13.4495,0,
0.2626,-1.06866e-11,-12.6567,0,
0.2727,-1.06866e-11,-11.9106,0,
0.2828,-1.06866e-11,-11.2085,0,
0.2929,-1.06866e-11,-10.5477,0,
0.303,-1.06866e-11,-9.92576,0,
0.3131,-1.06866e-11,-9.34049,0,
0.3232,-1.06866e-11,-8.78969,0,
0.3333,-1.06866e-11,-8.27133,0,
0.3434,-1.06866e-11,-7.78349,0,
0.3535,0,-7.32438,0,
0.3636,0,-6.89231,0,
0.3737,0,-6.48568,0,
0.3838,0,-6.103,0,
0.3939,0,-5.74285,0,
0.404,0,-5.40392,0,
0.4141,0,-5.08494,0,
0.4242,0,-4.78475,0,
0.4343,0,-4.50224,0,
0.4444,0,-4.23636,0,
0.4545,0,-3.98615,0,
0.4646,0,-3.75066,0,
0.4747,0,-3.52905,0,
0.4848,0,-3.32049,0,
0.4949,0,-3.12421,0,
0.505,0,-2.93948,0,
0.5151,0,-2.76564,0,
0.5252,0,-2.60203,0,
0.5353,0,-2.44806,0,
0.5454,0,-2.30316,0,
0.5555,0,-2.16679,0,
0.5656,0,-2.03845,0,
0.5757,0,-1.91767,0,
0.5858,0,-1.804,0,
0.5959,0,-1.69702,0,
0.606,0,-1.59635,0,
0.6161,0,-1.5016,0,
0.6262,0,-1.41244,0,
0.6363,0,-1.32852,0,
0.6464,0,-1.24955,0,
0.6565,0,-1.17523,0,
0.6666,0,-1.10528,0,
0.6767,0,-1.03945,0,
0.6868,0,-0.977504,0,
0.6969,0,-0.919202,0,
0.707,0,-0.864334,0,
0.7171,0,-0.812697,0,
0.7272,0,-0.764101,0,
0.7373,0,-0.718366,0,
0.7474,0,-0.675325,0,
0.7575,0,-0.634819,0,
0.7676,0,-0.596698,0,
0.7777,0,-0.560822,0,
0.7878,0,-0.527059,0,
0.7979,0,-0.495284,0,
0.808,0,-0.46538,0,
0.8181,0,-0.437238,0,
0.8282,0,-0.410752,0,
0.8383,0,-0.385827,0,
0.8484,0,-0.362369,0,
0.8585,8.54987,79.1835,-18.6001,
0.8686,5.19553,82.5268,-17.6069,
0.8787,3.41482,82.0663,-16.6321,
0.8888,2.86159,78.6872,-15.622,
0.8989,2.24903,74.6594,-14.7649,
0.909,2.11658,70.2635,-13.8954,
0.9191,-0.00649661,68.3873,-13.6386,
0.9292,-1.1434,67.2628,-13.4123,
0.9393,-2.71724,66.9113,-13.0112,
0.9494,-4.17891,66.514,-12.4935,
0.9595,-5.44493,65.7776,-11.9515,
0.9696,-6.43655,64.626,-11.5094,
0.9797,-7.17249,63.2623,-11.1,
0.9898,-7.62543,61.8955,-10.7162,
0.9999,-7.98435,60.5329,-10.3428,
1.01,-8.21674,59.0224,-9.99211,
1.0201,-8.43743,57.4185,-9.59196,
1.0302,-8.56068,55.7525,-9.13777,
1.0403,-8.66686,54.1364,-8.63102,
1.0504,-8.71921,52.431,-8.15445,
1.0605,-8.65859,50.6366,-7.69258,
1.0706,-8.55318,48.8603,-7.24266,
1.0807,-8.48277,47.2864,-6.84117,
1.0908,-8.44551,45.9093,-6.46086,
1.1009,-8.39236,44.5785,-6.09237,
1.111,-8.38408,43.4926,-5.78535,
1.1211,-8.3922,42.5267,-5.50476,
1.1312,-8.43231,41.7036,-5.25352,
1.1413,-8.44466,40.8302,-5.0138,
1.1514,-8.40481,39.8681,-4.75698,
1.1615,-8.33489,38.8608,-4.48363,
1.1716,-8.27428,37.9036,-4.21242,
1.1817,-8.20323,37.0168,-3.98498,
1.1918,-8.13491,36.2518,-3.7977,
1.2019,-8.08195,35.5982,-3.6284,
1.212,-7.97288,34.8898,-3.46043,
1.2221,-7.84421,34.1871,-3.29838,
1.2322,-7.71009,33.4999,-3.14089,
1.2423,-7.56374,32.8215,-2.99924,
1.2524,-7.40797,32.1928,-2.88222,
1.2625,-7.18878,31.5051,-2.76782,
1.2726,-6.91111,30.7309,-2.63627,
1.2827,-6.61781,30.002,-2.51477,
1.2928,-6.29027,29.2678,-2.41852,
1.3029,-5.94709,28.5299,-2.26618,
1.313,-5.59934,27.7661,-2.09238,
1.3231,-5.28567,27.0608,-1.95106,
1.3332,-5.01435,26.3795,-1.81309,
1.3433,-4.7478,25.7371,-1.67063,
1.3534,-4.50701,25.1533,-1.50873,
1.3635,-4.29798,24.6512,-1.34948,
1.3736,-4.10973,24.1964,-1.20417,
1.3837,-3.95286,23.7447,-1.11344,
1.3938,-3.82492,23.3339,-1.04071,
1.4039,-3.7359,22.995,-0.957679,
1.414,-3.67303,22.6922,-0.876567,
1.4241,-3.62812,22.4393,-0.812556,
1.4342,-3.60898,22.2365,-0.767511,
1.4443,-3.60832,22.0475,-0.736056,
1.4544,-3.62985,21.8998,-0.726282,
1.4645,-3.66681,21.7684,-0.703236,
1.4746,-3.71562,21.6521,-0.664855,
1.4847,-3.78109,21.5607,-0.621556,
1.4948,-3.8524,21.4802,-0.568037,
1.5049,-3.93608,21.4429,-0.527998,
1.515,-4.029,21.436,-0.50263,
1.5251,-4.11782,21.4326,-0.481814,
1.5352,-4.20338,21.4311,-0.467465,
1.5453,-4.29366,21.4524,-0.459914,
1.5554,-4.38557,21.4715,-0.445613,
1.5655,-4.47318,21.4816,-0.417758,
1.5756,-4.54966,21.4658,-0.375017,
1.5857,-4.61411,21.4382,-0.334395,
1.5958,-4.66923,21.4144,-0.306175,
1.6059,-4.72253,21.4146,-0.288983,
1.616,-4.77616,21.4283,-0.277283,
1.6261,-4.83112,21.4638,-0.273156,
1.6362,-4.87989,21.4902,-0.266306,
1.6463,-4.92116,21.4953,-0.251761,
1.6564,-4.95424,21.48,-0.226801,
1.6665,-4.98369,21.4404,-0.190412,
1.6766,-5.00946,21.4012,-0.154773,
1.6867,-5.0336,21.3735,-0.133216,
1.6968,-5.05531,21.351,-0.118157,
1.7069,-5.07274,21.3337,-0.102821,
1.717,-5.08338,21.3106,-0.0938493,
1.7271,-5.08918,21.2933,-0.0816982,
1.7372,-5.08801,21.2576,-0.0615892,
1.7473,-5.08226,21.2151,-0.0367439,
1.7574,-5.07725,21.1639,-0.00408624,
1.7675,-5.07284,21.1081,0.0243551,
1.7776,-5.06666,21.0638,0.0433508,
1.7877,-5.06019,21.0225,0.0612239,
1.7978,-5.05013,20.9714,0.0834405,
1.8079,-5.03848,20.9285,0.1009,
1.818,-5.02396,20.8775,0.120511,
1.8281,-5.0072,20.8248,0.144396,
1.8382,-4.9887,20.7689,0.170326,
1.8483,-4.97295,20.722,0.195104,
1.8584,-4.95795,20.6835,0.209743,
1.8685,-4.94903,20.6591,0.215332,
1.8786,-4.94175,20.6329,0.221355,
1.8887,-4.93464,20.6048,0.231721,
1.8988,-4.92632,20.5692,0.242071,
1.9089,-4.91771,20.5356,0.258843,
1.919,-4.90969,20.4899,0.281832,
1.9291,-4.90235,20.4543,0.303612,
1.9392,-4.89663,20.4286,0.320776,
1.9493,-4.89253,20.4175,0.328867,
1.9594,-4.88817,20.4158,0.328405,
1.9695,-4.88898,20.4173,0.328755,
1.9796,-4.89132,20.4158,0.333151,
1.9897,-4.89618,20.4157,0.337136,
1.9998,-4.90403,20.4081,0.350098,
2.0099,-4.91425,20.4031,0.367038,
2.02,-4.92619,20.3915,0.385508,
2.0301,-4.94139,20.404,0.395588,
2.0402,-4.95834,20.4264,0.395382,
2.0503,-4.97905,20.4666,0.388682,
2.0604,-4.99727,20.503,0.384113,
2.0705,-5.01724,20.5384,0.38251,
2.0806,-5.03507,20.5703,0.382795,
2.0907,-5.05315,20.5931,0.3934,
2.1008,-5.0689,20.5986,0.408949,
2.1109,-5.08874,20.6123,0.419839,
2.121,-5.10929,20.637,0.423388,
2.1311,-5.13056,20.6663,0.419959,
2.1412,-5.15021,20.7031,0.414579,
2.1513,-5.17087,20.7355,0.411484,
2.1614,-5.18794,20.7729,0.409885,
2.1715,-5.20269,20.7958,0.414229,
2.1816,-5.21277,20.8046,0.428751,
2.1917,-5.22092,20.8142,0.438794,
2.2018,-5.22948,20.824,0.44182,
2.2119,-5.23925,20.8433,0.441799,
2.222,-5.24806,20.8499,0.443084,
2.2321,-5.25721,20.8698,0.43898,
2.2422,-5.26198,20.8783,0.43919,
2.2523,-5.26433,20.8754,0.447524,
2.2624,-5.25997,20.8668,0.45845,
2.2725,-5.2554,20.8516,0.474596,
2.2826,-5.24731,20.8377,0.483105,
2.2927,-5.24066,20.8321,0.485723,
2.3028,-5.2299,20.8197,0.487407,
2.3129,-5.21804,20.8072,0.489552,
2.323,-5.20279,20.7857,0.490909,
2.3331,-5.18779,20.7635,0.499458,
2.3432,-5.17179,20.7215,0.516573,
2.3533,-5.15418,20.6857,0.532345,
2.3634,-5.13447,20.6447,0.5453,
2.3735,-5.11799,20.6154,0.554191,
2.3836,-5.09958,20.5918,0.55821,
2.3937,-5.08316,20.5652,0.562994,
2.4038,-5.06712,20.5468,0.565751,
2.4139,-5.05047,20.5251,0.568489,
2.424,-5.0316,20.4848,0.583705,
2.4341,-5.01332,20.4449,0.600643,
2.4442,-4.99517,20.4045,0.613973,
2.4543,-4.98001,20.3748,0.623705,
2.4644,-4.96629,20.3485,0.630943,
2.4745,-4.95526,20.3332,0.634229,
2.4846,-4.94545,20.3182,0.637355,
2.4947,-4.93749,20.3108,0.639156,
2.5048,-4.92801,20.2947,0.646758,
2.5149,-4.91997,20.2716,0.661381,
2.525,-4.91331,20.2531,0.675414,
2.5351,-4.90917,20.2415,0.680919,
2.5452,-4.90802,20.2342,0.687622,
2.5553,-4.91086,20.2365,0.691847,
2.5654,-4.91461,20.2415,0.691187,
2.5755,-4.9217,20.2578,0.690535,
2.5856,-4.9281,20.2647,0.694617,
2.5957,-4.93552,20.2749,0.701058,
2.6058,-4.9443,20.2824,0.711867,
2.6159,-4.95546,20.2984,0.717835,
2.626,-4.96607,20.3145,0.719034,
2.6361,-4.98048,20.3364,0.720933,
2.6462,-4.99478,20.3602,0.720062,
2.6563,-5.0104,20.3885,0.714914,
2.6664,-5.02563,20.414,0.715211,
2.6765,-5.03988,20.4347,0.719188,
2.6866,-5.05337,20.4506,0.725423,
2.6967,-5.06875,20.4761,0.730808,
2.7068,-5.08244,20.496,0.733724,
2.7169,-5.09674,20.5241,0.732081,
2.727,-5.10989,20.548,0.732079,
2.7371,-5.12282,20.5699,0.728725,
2.7472,-5.13421,20.595,0.725238,
2.7573,-5.1446,20.6096,0.72928,
2.7674,-5.15061,20.6134,0.736532,
2.7775,-5.15732,20.6289,0.740579,
2.7876,-5.16249,20.6314,0.747033,
2.7977,-5.16603,20.6414,0.749603,
2.8078,-5.16862,20.6477,0.750892,
2.8179,-5.16863,20.6507,0.751137,
2.828,-5.16557,20.6511,0.751137,
2.8381,-5.16292,20.648,0.753408,
2.8482,-5.15474,20.6336,0.76243,
2.8583,-5.14731,20.6152,0.772589,
2.8684,-5.13745,20.6001,0.779305,
2.8785,-5.12628,20.5823,0.786695,
2.8886,-5.11429,20.5568,0.793922,
2.8987,-5.10174,20.5461,0.795402,
2.9088,-5.08707,20.5215,0.799354,
2.9189,-5.07296,20.5003,0.804239,
2.929,-5.05577,20.4747,0.811642,
2.9391,-5.03885,20.4395,0.82281,
2.9492,-5.02103,20.4106,0.833567,
2.9593,-5.00386,20.3811,0.840769,
2.9694,-4.98599,20.3479,0.849886,
2.9795,-4.96964,20.3241,0.855325,
2.9896,-4.9523,20.2932,0.858843,
2.9997,-4.93562,20.2701,0.863236,
3.0098,-4.92001,20.2399,0.871969,
3.0199,-4.9044,20.214,0.879175,
3.03,-4.88992,20.1872,0.889962,
3.0401,-4.87796,20.162,0.899027,
3.0502,-4.86583,20.1424,0.905526,
3.0603,-4.85795,20.1256,0.911662,
3.0704,-4.85004,20.1121,0.915966,
3.0805,-4.84394,20.1018,0.917409,
3.0906,-4.83941,20.0901,0.923637,
3.1007,-4.83598,20.0826,0.929952,
3.1108,-4.83308,20.0697,0.937802,
3.1209,-4.8335,20.0709,0.944855,
3.131,-4.83411,20.0672,0.950096,
3.1411,-4.83929,20.0763,0.952216,
3.1512,-4.84647,20.0883,0.953967,
3.1613,-4.85687,20.107,0.954146,
3.1714,-4.86538,20.1198,0.95473,
3.1815,-4.87629,20.1326,0.959412,
3.1916,-4.88546,20.1419,0.964005,
3.2017,-4.89709,20.1583,0.967562,
3.2118,-4.9096,20.1742,0.972336,
3.2219,-4.92387,20.1996,0.973451,
3.232,-4.93798,20.2241,0.970912,
3.2421,-4.95429,20.2563,0.96931,
3.2522,-4.96889,20.2806,0.968598,
3.2623,-4.98334,20.3071,0.967247,
3.2724,-4.99648,20.3246,0.971679,
3.2825,-5.00852,20.3392,0.974871,
3.2926,-5.02022,20.3578,0.977241,
3.3027,-5.03279,20.3763,0.979791,
3.3128,-5.04368,20.3951,0.980452,
3.3229,-5.05492,20.4208,0.976802,
3.333,-5.06355,20.4365,0.977435,
3.3431,-5.07027,20.4506,0.978279,
3.3532,-5.07455,20.4584,0.980379,
3.3633,-5.07689,20.4628,0.984754,
3.3734,-5.07632,20.4581,0.990119,
3.3835,-5.07672,20.4608,0.993559,
3.3936,-5.0742,20.4555,0.997612,
3.4037,-5.07285,20.4563,0.999561,
3.4138,-5.06903,20.4548,1.0005,
3.4239,-5.06313,20.4469,1.00417,
3.434,-5.0542,20.4313,1.01012,
3.4441,-5.04403,20.4163,1.0151,
3.4542,-5.03056,20.3907,1.02321,
